Timestep,function
880000,0.00588519
881000,0.00590758
882000,0.00364261
883000,0.00357199
884000,0.00255255
885000,0.00357392
886000,0.00481103
887000,0.00588428
888000,0.00241301
889000,0.0070617
890000,0.00473386
891000,0.00592519
892000,0.00355816
893000,0.00132748
894000,0.00354868
895000,0.00473069
896000,0.00476597
897000,0.00586031
898000,0.000163966
899000,0.00589749
900000,0.00478347
901000,0.00705004
902000,0.00357094
903000,0.00703922
904000,0.00590563
905000,0.00598304
906000,0.0047483
907000,0.00708972
908000,0.00590428
909000,0.00358643
910000,0.00592342
911000,0.00586273
912000,0.00707972
913000,0.00704777
914000,0.000186318
915000,0.00241731
916000,0.00822864
917000,0.00704195
918000,0.00125181
919000,0.00368597
920000,0.00472573
921000,0.00710632
922000,0.00935782
923000,0.00475245
924000,0.00127888
925000,0.00357734
926000,0.00718553
927000,0.00472101
928000,0.00481747
929000,0.00472993
930000,0.00355892
931000,0.00361025
932000,0.00706953
933000,0.00718846
934000,0.00241439
935000,0.00132493
936000,0.00473808
937000,0.00704777
938000,0.0047136
939000,0.0058746
940000,0.0012983
941000,0.00472715
942000,0.00484843
943000,0.00819008
944000,0.00247982
945000,0.00239872
946000,0.00125173
947000,0.00480622
948000,0.00589094
949000,0.00369873
950000,0.00471966
951000,0.00244892
952000,0.00588635
953000,0.00357418
954000,0.00709754
955000,0.00242267
956000,0.00132349
957000,0.00473263
958000,0.00473207
959000,0.00703152
960000,0.00126623
961000,0.00245879
962000,8.153e-05
963000,0.00717591
964000,0.00819209
965000,0.00362251
966000,8.9715e-05
967000,0.00472798
968000,0.00825236
969000,0.00588618
970000,0.000112347
971000,0.003579
972000,0.00240138
973000,0.00589964
974000,0.00471087
975000,0.00705136
976000,0.0024474
977000,0.00356429
978000,0.00705682
979000,0.00590356
980000,0.00472413
981000,0.00242136
982000,8.89962e-05
983000,0.00124436
984000,0.00357556
985000,0.00936886
986000,0.00472687
987000,0.00125196
988000,9.9646e-05
989000,0.0105399
990000,0.00355937
991000,0.00472341
992000,9.85736e-05
993000,0.00705512
994000,0.00704151
995000,0.00471367
996000,0.00356872
997000,0.00127298
998000,0.00125037
999000,0.00244678
1000000,0.00588043
1000122,1.12726e-05
