-3.14159,0.818778,1,1
-1.55431e-15,0.818778,0.637556,1
1.32179,1.63402,0.04,4
2.23305,2.00824,0.04,4
-1.32185,1.63406,0.04,4
-2.23313,2.00821,0.04,4
3.14159,0.818778,1,1
-1.33227e-15,0.818778,0.637556,1
3.14159,0.818778,1,1
6.28319,0.818778,0.637556,1
3.14159,0.818778,1,1
-1.55431e-15,0.818778,0.637556,1
1.32185,1.63407,0.04,4
2.23313,2.00821,0.04,4
-1.32179,1.63402,0.04,4
-2.23305,2.00824,0.04,4
-3.14159,0.818778,1,1
-1.55431e-15,0.818778,0.637556,1
1.32179,1.63402,0.04,4
2.23305,2.00824,0.04,4
-1.32185,1.63406,0.04,4
-2.23313,2.00821,0.04,4
3.14159,0.818778,1,1
-1.55431e-15,0.818778,0.637556,1
3.14159,0.818778,1,1
6.28319,0.818778,0.637556,1
3.14159,0.818778,1,1
-1.55431e-15,0.818778,0.637556,1
1.32185,1.63407,0.04,4
2.23313,2.00821,0.04,4
-1.32179,1.63402,0.04,4
-2.23305,2.00824,0.04,4
-3.14159,0.818778,1,1
-1.55431e-15,0.818778,0.637556,1
1.32179,1.63402,0.04,4
2.23305,2.00824,0.04,4
3.14159,0.818778,1,1
-1.33227e-15,0.818778,0.637556,1
3.14159,0.818778,1,1
6.28319,0.818778,0.637556,1
3.14159,0.818778,1,1
-1.55431e-15,0.818778,0.637556,1
1.32185,1.63407,0.04,4
2.23313,2.00821,0.04,4
-3.14159,0.818778,1,1
-1.55431e-15,0.818778,0.637556,1
1.32179,1.63402,0.04,4
2.23305,2.00824,0.04,4
3.14159,0.818778,1,1
-1.33227e-15,0.818778,0.637556,1
3.14159,0.818778,1,1
6.28319,0.818778,0.637556,1
3.14159,0.818778,1,1
-1.55431e-15,0.818778,0.637556,1
1.32185,1.63407,0.04,4
2.23313,2.00821,0.04,4
-3.14159,0.818778,1,1
-1.9984e-15,0.818778,0.637556,1
1.32179,1.63402,0.04,4
2.23305,2.00824,0.04,4
-1.32185,1.63406,0.04,4
-2.23313,2.00821,0.04,4
3.14159,0.818778,1,1
-1.55431e-15,0.818778,0.637556,1
3.14159,0.818778,1,1
6.28319,0.818778,0.637556,1
3.14159,0.818778,1,1
-1.9984e-15,0.818778,0.637556,1
1.32185,1.63407,0.04,4
2.23313,2.00821,0.04,4
-1.32179,1.63402,0.04,4
-2.23305,2.00824,0.04,4
-3.14159,0.818778,1,1
-1.55431e-15,0.818778,0.637556,1
1.32179,1.63402,0.04,4
2.23305,2.00824,0.04,4
-1.32185,1.63406,0.04,4
-2.23313,2.00821,0.04,4
3.14159,0.818778,1,1
-1.33227e-15,0.818778,0.637556,1
3.14159,0.818778,1,1
6.28319,0.818778,0.637556,1
3.14159,0.818778,1,1
-1.9984e-15,0.818778,0.637556,1
1.32185,1.63407,0.04,4
2.23313,2.00821,0.04,4
-1.32179,1.63402,0.04,4
-2.23305,2.00824,0.04,4
-3.14159,0.818778,1,1
-1.55431e-15,0.818778,0.637556,1
-1.32185,1.63406,0.04,4
-2.23313,2.00821,0.04,4
1.32179,1.63402,0.04,4
2.23305,2.00824,0.04,4
3.14159,0.818778,1,1
-1.55431e-15,0.818778,0.637556,1
3.14159,0.818778,1,1
6.28319,0.818778,0.637556,1
3.14159,0.818778,1,1
-1.55431e-15,0.818778,0.637556,1
-1.32179,1.63402,0.04,4
-2.23305,2.00824,0.04,4
1.32185,1.63407,0.04,4
2.23313,2.00821,0.04,4
-3.14159,0.818778,1,1
-1.9984e-15,0.818778,0.637556,1
-1.32185,1.63406,0.04,4
-2.23313,2.00821,0.04,4
1.32179,1.63402,0.04,4
2.23305,2.00824,0.04,4
3.14159,0.818778,1,1
-1.55431e-15,0.818778,0.637556,1
3.14159,0.818778,1,1
6.28319,0.818778,0.637556,1
3.14159,0.818778,1,1
-1.55431e-15,0.818778,0.637556,1
-1.32179,1.63402,0.04,4
-2.23305,2.00824,0.04,4
1.32185,1.63407,0.04,4
2.23313,2.00821,0.04,4
