3.03274,1.98896
-2.39299,3.93486e-14
2.32132,5.36158
2.51158,3.54652
1.31443,7.47045
1.80933,9.41346
1.47535,8.99837
1.57657,10.7204
1.48985,12.62
1.64793,12.554
1.57256,12.7084
1.67069,11.0929
2.08484,10.1932
1.89729,9.43552
1.8508,7.43562
2.08942,8.15495
2.83014,5.36177
3.05137,6.07817
2.43522,5.31921
2.09992,4.08378
1.08003,4.09251
1.08863,2.09684
1.59339,3.61227
1.40842,5.4346
1.5935,7.14174
1.70431,8.92766
1.76182,10.8575
1.80502,12.7831
1.8646,13.7233
1.72411,13.0891
1.81202,9.65338
1.83899,11.6301
2.09367,6.12049
1.30072,5.46822
1.60497,9.11414
1.75829,7.58212
2.61893,6.97468
2.34097,7.27931
1.47706,3.56207
0.986113,2.05804
3.06791,2.00396
2.11716,2.06678
2.10757,4.14682
1.78673,5.44208
2.11392,6.19468
1.87617,7.38226
2.11486,8.23862
1.928,9.3724
2.08866,12.196
1.93563,11.3631
1.95184,13.3749
1.99081,14.6176
1.99088,10.5032
1.98737,12.5007
2.17188,9.54495
1.99157,8.37718
1.98285,6.25309
1.66774,5.50456
1.99019,4.09909
2.00088,2.10039
2.45431,5.41309
2.62897,3.57042
2.92941,7.28434
2.93763,9.26464
2.64787,7.14887
2.52616,8.88943
2.35755,7.38149
2.31318,9.34042
2.28585,11.329
2.12835,10.2712
2.08507,14.1817
2.10094,15.7251
2.13812,11.6522
2.11611,13.6296
2.41262,12.6091
2.35622,14.4554
2.30575,5.48561
2.22323,7.41525
3.03717,6.04081
2.84069,5.36844
2.48903,10.678
2.38158,8.98971
2.78501,7.25121
2.68896,5.35923
2.8345,9.15635
3.03321,8.11579
2.46939,10.8616
2.45731,12.8512
2.34346,14.2397
2.42917,15.7555
2.22286,13.1788
2.20413,15.1492
2.22246,14.9772
2.30948,16.4259
2.63474,14.2759
2.57154,12.4704
2.30571,11.0287
2.25931,12.9494
3.03307,4.01583
2.51372,3.52999
2.50029,7.09045
2.61026,8.8774
2.83757,11.1695
3.01773,11.0453
2.64995,11.4387
2.72191,9.58731
2.55511,15.3672
2.51941,14.3478
2.38901,17.717
2.3061,16.3123
2.27962,18.3085
2.1939,17.0294
2.38299,18.0174
2.2903,18.386
2.43211,16.1089
2.42073,16.0882
2.54779,15.7413
2.49513,14.2791
2.67619,10.758
2.73008,12.65
2.85443,11.1269
3.01763,10.1073
2.92867,12.8125
2.99011,12.6792
2.84696,13.4265
2.76175,13.1032
2.67324,14.5524
2.60868,13.4904
2.37081,14.482
2.44945,16.0732
2.20933,16.942
2.32442,16.4061
2.23365,14.9174
2.11268,15.6637
2.2985,16.6083
2.20058,15.3778
2.75848,14.0529
2.69843,12.2241
2.99323,11.1853
2.86273,12.4655
2.87684,13.2743
2.99986,12.0356
3.07567,12.8887
3.0084,13.1188
2.39599,8.92035
2.62102,8.80782
2.69365,10.6474
2.7202,12.6028
1.87553,13.6343
1.99985,14.5733
2.50472,10.6381
2.32113,10.8874
2.22031,13.3485
2.36422,12.6486
2.32975,14.6315
2.46432,14.1452
2.61227,13.9422
2.5288,12.2797
3.03354,10.4451
2.86792,11.3196
2.71116,5.37952
2.79834,7.29487
1.99817,12.3621
1.9922,10.3633
2.14912,11.4426
2.17837,9.4674
2.2644,12.9181
2.12294,13.5787
1.80679,12.9582
1.73134,13.0586
1.95495,13.4699
2.08543,14.2984
2.41482,12.5698
2.57206,12.4877
2.08839,12.241
2.23856,11.3098
2.50133,8.80684
2.61539,10.4657
2.85083,9.29165
3.04154,8.19269
3.04885,4.01869
2.64107,3.4808
2.23559,7.38386
2.50849,7.01789
1.99641,8.20177
1.99002,6.2042
1.84411,11.5612
1.39212,10.9525
1.49072,10.831
1.41557,12.619
1.38387,9.02966
1.49001,7.22939
